기준년도,기준월,기준일,법정동명,번지,아파트명,층수,거래금액(만원),전용면적(㎡)
2018,11,01,소하동,1289,광명소하휴먼시아3단지,13,67900,84.83
2018,11,01,소하동,896,현대1,12,39000,84.03
2018,11,01,하안동,27,주공11,15,27000,41.3
2018,11,01,철산동,634,철산래미안자이,21,88000,84.66
2018,11,01,철산동,241,주공13,15,60000,73.09
2018,11,01,철산동,367,철산한신,4,50500,89.455
2018,11,01,철산동,626-1,철산리버빌 주공아파트,11,30400,49.61
2018,11,11,하안동,682,주공1,1,20500,36.16
2018,11,11,철산동,625,도덕파크타운1단지,7,45000,59.82
2018,11,11,철산동,367,철산한신,21,52000,89.455
2018,11,11,철산동,625,도덕파크타운2단지,17,27800,39.65
2018,11,11,하안동,650,주공3,4,29000,36.16
2018,11,11,하안동,296,주공6,13,28000,36.16
2018,11,11,철산동,625,도덕파크타운2단지,5,30000,39.65
2018,11,11,철산동,235,저층주공9,1,57800,39.72
2018,11,11,광명동,732,중앙하이츠1,1,35800,131.54
2018,11,11,광명동,732,중앙하이츠1,7,32000,84.79
2018,11,11,광명동,734,상우2차,1,29000,82.5
2018,11,11,광명동,339-2,극동메모리스,7,32000,79.651
2018,11,11,소하동,1289,광명소하휴먼시아3단지,10,53600,84.83
2018,11,11,하안동,296,주공6,7,22000,36.34
2018,11,11,하안동,110,주공12,15,29000,44.89
2018,11,11,철산동,241,주공13,13,85000,121.26
2018,11,31,하안동,296,주공6,14,23000,36.16
2018,11,31,하안동,864,이편한세상센트레빌,17,81500,84.975
2018,11,31,하안동,650,주공3,12,24000,41.3
2018,11,31,하안동,650,주공3,7,25000,41.3
2018,11,31,하안동,650,주공3,9,32000,49.94
2018,11,31,하안동,30,주공10,2,52900,79.07
2018,11,31,하안동,682,주공1,8,22800,36.16
2018,11,31,하안동,650,주공3,14,23300,36.16
2018,11,31,광명동,200-6,광명한진타운,7,53500,84.95
2018,11,31,광명동,200-6,광명한진타운,3,53500,84.95
2018,11,31,하안동,651,주공4,9,42000,59.39
2018,11,31,소하동,1288,광명소하휴먼시아2단지,4,76000,119.21
2018,11,31,철산동,245,쌍마한신,4,48950,65.66
2018,11,31,철산동,634,철산래미안자이,18,96000,115.66
2018,11,31,철산동,627,롯데낙천대,7,52500,84.16
2018,11,31,철산동,634,철산래미안자이,9,153000,166.83
2018,11,31,철산동,233,저층주공7,1,95000,59.3
2018,11,31,소하동,1363,광명신촌휴먼시아1단지,12,61200,84.84
2018,11,31,소하동,1387,광명역세권휴먼시아4단지,11,57000,84.99
2018,12,01,소하동,883-18,안서,4,18000,52.89
2018,12,01,소하동,1378,광명역세권휴먼시아3단지,9,55500,74.98
2018,12,01,소하동,1387,광명역세권휴먼시아4단지,7,55000,74.98
2018,12,01,광명동,309-1,광명신원,13,34800,75.66
2018,12,01,하안동,863,광명 두산위브 트레지움,27,83000,84.986
2018,12,01,하안동,296,주공6,2,30000,49.94
2018,12,01,하안동,296,주공6,5,25500,36.16
2018,12,01,하안동,651,주공4,3,23500,45.9
2018,12,01,하안동,650,주공3,4,22800,41.3
2018,12,01,철산동,634,철산래미안자이,27,80000,84.35
2018,12,01,철산동,625,도덕파크타운2단지,15,29800,39.65
2018,12,01,광명동,778,영화아이닉스,18,44000,79.04
2018,12,01,광명동,200-6,광명한진타운,20,46500,59.93
2018,12,01,광명동,732,중앙하이츠1,6,45300,131.54
2018,12,11,광명동,732,중앙하이츠1,2,38200,84.79
2018,12,11,소하동,896,현대1,3,27000,84.03
2018,12,11,소하동,1378,광명역세권휴먼시아3단지,6,56700,84.18
2018,12,11,소하동,1272,우림필유,6,37000,59.723
2018,12,11,소하동,1240-4,바움캐슬 주상복합 아파트,7,36200,65.08
2018,12,11,소하동,1387,광명역세권휴먼시아4단지,13,60000,84.99
2018,12,11,하안동,702,주공5,2,24000,45.77
2018,12,11,하안동,702,주공5,9,26000,45.77
2018,12,11,하안동,110,주공12,5,37500,58.46
2018,12,11,하안동,650,주공3,6,23200,36.16
2018,12,11,하안동,864,이편한세상센트레빌,14,74500,84.98
2018,12,11,하안동,682,주공1,10,25600,41.3
2018,12,11,하안동,296,주공6,8,35000,49.94
2018,12,11,광명동,757,상우3차,7,28000,59.7
2018,12,11,철산동,625,도덕파크타운2단지,6,32200,39.65
2018,12,11,철산동,626-1,철산리버빌 주공아파트,23,35500,59.42
2018,12,11,철산동,634,철산래미안자이,23,80200,84.35
2018,12,11,철산동,634,철산래미안자이,8,73000,59.67
2018,12,11,철산동,627,롯데낙천대,22,52000,84.14
2018,12,31,철산동,629,두산위브,11,55900,84.9
2018,12,31,소하동,1348,광명소하휴먼시아7단지,14,83200,135.78
2018,12,31,광명동,757,상우3차,12,27500,59.7
2018,12,31,광명동,734,상우2차,5,30400,73.5
2018,12,31,광명동,354-24,광명해모로이연,20,60000,84.99
2018,12,31,하안동,13,주공9,4,25000,45.77
2018,12,31,하안동,681,주공2,15,34500,59.39
2018,12,31,하안동,27,주공11,15,22100,36.16
2018,12,31,하안동,296,주공6,2,21000,36.16
2018,12,31,하안동,682,주공1,9,21800,36.16
2018,12,31,하안동,296,주공6,12,32000,49.94
2018,12,31,철산동,634,철산래미안자이,34,90000,116.73
2018,12,31,철산동,629,두산위브,2,44750,59.81
2018,12,31,철산동,629,두산위브,2,55000,84.9
2018,12,31,철산동,629,두산위브,9,47500,59.81
2018,2,01,철산동,449,주공12,11,42000,53.46
2018,2,01,철산동,634,철산래미안자이,9,71500,84.66
2018,2,01,철산동,233,저층주공7,5,72000,59.3
2018,2,01,철산동,631,광명푸르지오,8,50000,84.765
2018,2,01,철산동,634,철산래미안자이,20,70000,84.35
2018,2,01,철산동,634,철산래미안자이,12,72000,84.44
2018,2,01,철산동,631,광명푸르지오,16,48000,84.765
2018,2,01,철산동,630,브라운스톤2차,15,43850,84.613
2018,2,01,철산동,626-1,철산리버빌 주공아파트,17,28900,49.83
2018,2,01,철산동,637,철산푸르지오하늘채,28,70000,84.999
2018,2,01,철산동,452,저층주공4,3,53000,49.22
2018,2,01,철산동,625,도덕파크타운2단지,25,24200,39.65
2018,2,01,철산동,625,도덕파크타운2단지,19,27600,39.65
2018,2,01,철산동,634,철산래미안자이,13,80000,115.66
2018,2,01,철산동,637,철산푸르지오하늘채,9,76500,114.975
2018,2,01,철산동,55-1,광복현대아파트,10,31900,59.94
2018,2,01,철산동,241,주공13,6,55700,83.7
2018,2,01,철산동,449,주공12,14,44300,53.46
2018,2,01,철산동,58,우성아파트,3,33500,76.15
2018,2,01,철산동,367,철산한신,23,40500,89.455
2018,2,01,철산동,367,철산한신,18,41200,89.455
2018,2,01,철산동,625,도덕파크타운2단지,20,34350,49.97
2018,2,01,철산동,58,우성아파트,2,26750,54.36
2018,2,01,철산동,625,도덕파크타운1단지,21,49700,84.98
2018,2,01,하안동,702,주공5,9,26100,59.39
2018,2,01,하안동,110,주공12,6,36700,59.22
2018,2,01,하안동,702,주공5,5,21000,45.77
2018,2,01,하안동,707-9,하안주택조합현대,8,25500,52.7
2018,2,01,하안동,110,주공12,10,26900,44.89
2018,2,01,하안동,110,주공12,11,26000,44.89
2018,2,01,하안동,650,주공3,3,26250,49.94
2018,2,01,하안동,707-7,광명주택조합현대,7,33000,84.9
2018,2,01,하안동,30,주공10,3,23000,45.77
2018,2,01,하안동,110,주공12,7,46800,84.79
2018,2,01,하안동,864,이편한세상센트레빌,7,52700,59.982
2018,2,01,하안동,702,주공5,10,37900,79.07
2018,2,01,하안동,864,이편한세상센트레빌,24,59800,84.981
2018,2,01,하안동,864,이편한세상센트레빌,14,69500,122.243
2018,2,01,하안동,651,주공4,8,20500,45.55
2018,2,01,하안동,295,주공7,9,31000,59.39
2018,2,01,하안동,13,주공9,5,29500,58.01
2018,2,01,하안동,27,주공11,13,22000,41.3
2018,2,01,하안동,681,주공2,13,29100,59.39
2018,2,01,하안동,681,주공2,5,29000,59.39
2018,2,01,하안동,682,주공1,13,29000,49.94
2018,2,01,하안동,702,주공5,7,26200,58.01
2018,2,01,하안동,864,이편한세상센트레빌,3,71000,123.7
2018,2,01,하안동,30,주공10,7,31000,59.39
2018,2,01,하안동,681,주공2,5,22200,45.77
2018,2,01,하안동,260,주공8(고층),5,27800,58.01
2018,2,01,하안동,110,주공12,2,41000,76.51
2018,2,01,하안동,13,주공9,10,23500,45.77
2018,2,01,하안동,681,주공2,1,27000,59.39
2018,2,01,하안동,13,주공9,15,29100,59.39
2018,2,01,하안동,13,주공9,2,28000,58.01
2018,2,01,하안동,864,이편한세상센트레빌,24,62500,84.98
2018,2,01,하안동,682,주공1,13,19000,36.16
2018,2,01,하안동,27,주공11,9,19150,36.16
2018,2,01,하안동,295,주공7,3,22200,45.77
2018,2,01,하안동,702,주공5,5,25000,59.39
2018,2,01,철산동,625,도덕파크타운1단지,17,40500,59.82
2018,2,01,철산동,241,주공13,1,50000,84.77
2018,2,01,광명동,200-6,광명한진타운,24,39800,59.93
2018,2,01,광명동,733,영화,1,28900,82.5
2018,2,01,광명동,354-24,광명해모로이연,9,43400,59.993
2018,2,01,광명동,779,현진에버빌,24,37300,59.807
2018,2,01,철산동,367,철산한신,6,39000,89.455
2018,2,01,철산동,628,브라운스톤,3,50000,118.377
2018,2,01,철산동,625,도덕파크타운2단지,4,32300,49.97
2018,2,01,철산동,241,주공13,7,52000,73.09
2018,2,01,철산동,630,브라운스톤2차,8,41850,59.757
2018,2,01,철산동,629,두산위브,13,40500,59.81
2018,2,01,철산동,627,롯데낙천대,15,47500,111.33
2018,2,01,철산동,367,철산한신,20,40800,89.455
2018,2,01,철산동,637,철산푸르지오하늘채,25,70400,84.993
2018,2,01,철산동,626-1,철산리버빌 주공아파트,15,28500,49.61
2018,2,01,철산동,631,광명푸르지오,11,42300,59.99
2018,2,01,철산동,628,브라운스톤,13,42900,59.971
2018,2,01,철산동,367,철산한신,24,41500,89.455
2018,2,01,철산동,105,저층주공11,3,38800,47.25
2018,2,01,철산동,625,도덕파크타운1단지,23,50000,114.77
2018,2,01,철산동,625,도덕파크타운2단지,1,31450,49.97
2018,2,01,철산동,367,철산한신,19,41500,89.455
2018,2,01,철산동,241,주공13,14,53000,73.08
2018,2,01,철산동,637,철산푸르지오하늘채,6,69200,84.993
2018,2,01,철산동,105,저층주공11,5,35000,38.52
2018,2,01,철산동,449,주공12,2,44000,60.21
2018,2,01,철산동,105,저층주공10,5,38900,47.25
2018,2,01,철산동,241,주공13,1,64900,111.51
2018,2,01,철산동,634,철산래미안자이,3,68500,84.44
2018,2,01,광명동,732,중앙하이츠1,15,26000,56.49
2018,2,01,광명동,200-6,광명한진타운,16,40150,59.93
2018,2,01,광명동,354-24,광명해모로이연,12,48800,84.995
2018,2,01,철산동,241,주공13,13,55700,83.7
2018,2,01,철산동,625,도덕파크타운2단지,2,32000,49.97
2018,2,01,철산동,628,브라운스톤,8,40500,59.41
2018,2,01,철산동,637,철산푸르지오하늘채,9,75000,114.975
2018,2,01,철산동,627,롯데낙천대,18,44500,84.16
2018,2,01,철산동,637,철산푸르지오하늘채,34,73000,114.982
2018,2,01,철산동,241,주공13,2,55700,84.77
2018,2,01,철산동,626-1,철산리버빌 주공아파트,13,27300,49.71
2018,2,01,철산동,631,광명푸르지오,22,44900,59.99
2018,2,01,철산동,235,저층주공8,3,65900,59.3
2018,2,01,철산동,105,저층주공10,3,35000,38.52
2018,2,01,철산동,105,저층주공11,3,34600,38.52
2018,2,01,철산동,634,철산래미안자이,28,70500,84.35
2018,2,01,철산동,634,철산래미안자이,15,71000,84.44
2018,2,01,철산동,367,철산한신,17,41000,89.455
2018,2,01,철산동,625,도덕파크타운2단지,21,34000,49.97
2018,2,01,철산동,105,저층주공10,1,39000,47.25
2018,2,01,철산동,626-1,철산리버빌 주공아파트,9,33200,59.42
2018,2,01,철산동,634,철산래미안자이,8,70000,84.35
2018,2,01,광명동,354-24,광명해모로이연,16,50800,84.986
2018,2,01,광명동,200-6,광명한진타운,14,47500,84.95
2018,2,01,광명동,781,월드메르디앙,7,44000,84.83
2018,2,01,광명동,309-1,광명신원,11,27000,59.96
2018,2,01,광명동,354-24,광명해모로이연,7,60000,141.32
2018,2,01,광명동,354-24,광명해모로이연,9,60500,123.873
2018,2,01,광명동,354-24,광명해모로이연,16,50000,84.986
2018,2,01,광명동,354-24,광명해모로이연,12,48500,84.986
2018,2,01,광명동,784,광명제일풍경채,1,41800,84.94
2018,2,01,하안동,110,주공12,8,41000,76.51
2018,2,01,하안동,864,이편한세상센트레빌,16,60000,84.981
2018,2,01,하안동,864,이편한세상센트레빌,23,58500,84.98
2018,2,01,하안동,30,주공10,12,30500,58.01
2018,2,01,하안동,651,주공4,8,21400,45.55
2018,2,01,하안동,863,두산위브트레지움,19,66800,84.986
2018,2,01,하안동,650,주공3,13,20500,41.3
2018,2,01,하안동,863,두산위브트레지움,6,66000,84.996
2018,2,01,하안동,864,이편한세상센트레빌,20,50500,59.982
2018,2,01,하안동,30,주공10,6,20000,45.55
2018,2,01,하안동,110,주공12,9,42650,76.51
2018,2,01,하안동,650,주공3,14,18000,36.16
2018,2,01,하안동,707-9,하안주택조합현대,8,24400,52.7
2018,2,01,하안동,30,주공10,3,22100,45.9
2018,2,01,하안동,651,주공4,8,21000,45.9
2018,2,01,하안동,650,주공3,3,26000,49.94
2018,2,01,하안동,864,이편한세상센트레빌,22,51000,59.982
2018,2,01,하안동,863,두산위브트레지움,28,71000,98.405
2018,2,01,하안동,864,이편한세상센트레빌,5,52000,59.982
2018,2,01,하안동,110,주공12,2,31200,58.46
2018,2,01,하안동,30,주공10,11,24000,45.77
2018,2,01,하안동,260,주공8(고층),11,38800,79.07
2018,2,01,하안동,13,주공9,3,28100,58.01
2018,2,01,하안동,681,주공2,6,31200,61.52
2018,2,01,하안동,651,주공4,6,23400,45.77
2018,2,01,하안동,651,주공4,3,22600,45.77
2018,2,01,하안동,110,주공12,8,26800,44.89
2018,2,01,하안동,682,주공1,13,22750,41.3
2018,2,01,하안동,702,주공5,6,38000,79.07
2018,2,01,하안동,110,주공12,2,39500,76.51
2018,2,01,하안동,30,주공10,10,41000,79.07
2018,2,01,광명동,354-24,광명해모로이연,14,57200,123.873
2018,2,01,광명동,732,중앙하이츠1,10,35250,84.79
2018,2,01,광명동,782,팰리스필 2차(782),7,39400,84.92
2018,2,01,광명동,781,월드메르디앙,15,40250,59.7
2018,2,01,소하동,48-55,동양메이저2,11,46000,84.983
2018,2,01,소하동,48-55,동양메이저2,6,37300,59.96
2018,2,01,소하동,1363,광명신촌휴먼시아1단지,10,47900,84.84
2018,2,01,소하동,933,미도아파트2차,8,30000,84.84
2018,2,01,소하동,1348,광명소하휴먼시아7단지,12,55800,119.75
2018,2,01,소하동,1363,광명신촌휴먼시아1단지,13,48200,84.84
2018,2,01,소하동,1387,광명역세권휴먼시아4단지,13,49200,84.99
2018,2,01,소하동,1378,광명역세권휴먼시아3단지,7,49300,84.18
2018,2,01,소하동,1288,광명소하휴먼시아2단지,11,59000,101.94
2018,2,01,소하동,1294,광명소하휴먼시아5단지,5,53000,84.83
2018,2,01,소하동,1387,광명역세권휴먼시아4단지,10,49000,84.99
2018,2,01,소하동,1272,우림필유,11,40000,84.79
2018,2,01,소하동,933,미도아파트2차,6,28700,84.84
2018,2,01,소하동,55,동양(55-0),8,39600,84.57
2018,2,01,소하동,1389,광명역세권휴먼시아5단지,19,59800,119.09
2018,2,01,소하동,1378,광명역세권휴먼시아3단지,12,50500,84.99
2018,2,01,소하동,1348,광명소하휴먼시아7단지,1,57500,135.78
2018,2,01,소하동,1348,광명소하휴먼시아7단지,4,51000,101.94
2018,2,01,소하동,1363,광명신촌휴먼시아1단지,2,51000,115.97
2018,2,01,소하동,1348,광명소하휴먼시아7단지,9,53250,101.94
2018,2,01,하안동,13,주공9,13,28500,58.01
2018,2,01,하안동,30,주공10,13,23000,45.77
2018,2,01,하안동,295,주공7,10,32500,59.39
2018,2,01,하안동,650,주공3,6,21500,41.3
2018,2,01,하안동,682,주공1,11,17800,36.16
2018,2,01,하안동,702,주공5,2,23900,58.01
2018,2,01,하안동,110,주공12,14,48250,84.79
2018,2,01,하안동,110,주공12,12,46700,84.79
2018,2,01,하안동,296,주공6,12,23000,41.3
2018,2,01,하안동,682,주공1,1,17000,36.16
2018,2,01,하안동,864,이편한세상센트레빌,8,52900,59.982
2018,2,01,하안동,650,주공3,2,17900,36.16
2018,2,01,하안동,30,주공10,12,23500,45.77
2018,2,11,하안동,863,두산위브트레지움,27,74500,98.946
2018,2,11,하안동,863,두산위브트레지움,23,67000,84.986
2018,2,11,하안동,13,주공9,9,28800,58.01
2018,2,11,하안동,863,두산위브트레지움,3,75000,125.343
2018,2,11,광명동,354-24,광명해모로이연,25,48500,84.97
2018,2,11,광명동,354-24,광명해모로이연,3,48000,84.986
2018,2,11,광명동,354-24,광명해모로이연,3,47150,84.99
2018,2,11,광명동,354-24,광명해모로이연,19,47400,84.97
2018,2,11,광명동,200-6,광명한진타운,24,47000,84.95
2018,2,11,하안동,682,주공1,5,28000,49.94
2018,2,11,광명동,781,월드메르디앙,10,46400,84.83
2018,2,11,광명동,200-6,광명한진타운,13,45000,84.95
2018,2,11,광명동,354-24,광명해모로이연,6,59350,123.873
2018,2,11,하안동,864,이편한세상센트레빌,11,69250,123.7
2018,2,11,하안동,864,이편한세상센트레빌,29,64800,84.975
2018,2,11,하안동,295,주공7,2,27700,58.01
2018,2,11,하안동,295,주공7,13,40700,79.07
2018,2,11,하안동,864,이편한세상센트레빌,24,65000,84.975
2018,2,11,하안동,296,주공6,13,23600,41.3
2018,2,11,철산동,629,두산위브,2,38200,59.81
2018,2,11,하안동,110,주공12,2,40000,76.51
2018,2,11,하안동,702,주공5,13,37000,79.07
2018,2,11,하안동,650,주공3,2,25750,49.94
2018,2,11,하안동,260,주공8(고층),14,28500,58.01
2018,2,11,철산동,631,광명푸르지오,15,44200,59.99
2018,2,11,철산동,235,저층주공9,3,48000,39.72
2018,2,11,철산동,634,철산래미안자이,5,71000,84.66
2018,2,11,광명동,779,현진에버빌,7,37400,59.807
2018,2,11,광명동,354-24,광명해모로이연,20,48500,84.986
2018,2,11,철산동,245,쌍마한신,3,46000,84.93
2018,2,11,소하동,48-55,동양메이저2,5,43000,84.983
2018,2,11,소하동,1272,우림필유,8,31800,59.723
2018,2,11,소하동,1288,광명소하휴먼시아2단지,6,64000,119.9
2018,2,11,소하동,1294,광명소하휴먼시아5단지,6,44000,59.97
2018,2,11,소하동,1348,광명소하휴먼시아7단지,8,50700,101.94
2018,2,11,하안동,110,주공12,13,26800,44.89
2018,2,11,하안동,651,주공4,2,28700,59.39
2018,2,11,하안동,13,주공9,5,29000,59.39
2018,2,11,소하동,1363,광명신촌휴먼시아1단지,8,49800,84.95
2018,2,11,소하동,1363,광명신촌휴먼시아1단지,7,55600,115.97
2018,2,11,소하동,1363,광명신촌휴먼시아1단지,3,52400,115.97
2018,2,11,철산동,241,주공13,8,60000,83.52
2018,2,11,철산동,105,저층주공10,1,39500,47.25
2018,2,11,철산동,625,도덕파크타운2단지,3,30900,49.98
2018,2,11,철산동,634,철산래미안자이,21,80000,115.66
2018,2,11,철산동,637,철산푸르지오하늘채,29,69600,84.999
2018,2,11,철산동,637,철산푸르지오하늘채,5,58000,59.977
2018,2,11,하안동,650,주공3,1,19950,41.3
2018,2,11,하안동,651,주공4,2,22300,45.77
2018,2,11,하안동,682,주공1,13,25950,49.94
2018,2,11,하안동,27,주공11,9,22600,41.3
2018,2,11,하안동,30,주공10,7,31100,59.39
2018,2,11,하안동,650,주공3,13,19200,36.34
2018,2,11,하안동,110,주공12,11,32000,58.46
2018,2,11,철산동,241,주공13,5,59800,83.16
2018,2,11,철산동,105,저층주공10,2,37000,38.52
2018,2,11,하안동,13,주공9,10,23300,45.77
2018,2,11,하안동,650,주공3,11,19000,36.16
2018,2,11,하안동,650,주공3,15,17990,36.16
2018,2,11,하안동,864,이편한세상센트레빌,16,59900,84.981
2018,2,11,하안동,296,주공6,7,20500,36.16
2018,2,11,하안동,702,주공5,3,22500,58.01
2018,2,11,하안동,702,주공5,7,27700,59.39
2018,2,11,하안동,30,주공10,2,28500,58.01
2018,2,11,하안동,296,주공6,14,20000,36.16
2018,2,11,하안동,682,주공1,5,21700,41.3
2018,2,11,하안동,295,주공7,15,37800,79.07
2018,2,11,하안동,13,주공9,4,28600,59.39
2018,2,11,하안동,650,주공3,8,18000,36.16
2018,2,11,하안동,651,주공4,7,23000,45.77
2018,2,11,철산동,625,도덕파크타운1단지,21,39000,59.82
2018,2,11,철산동,58,우성아파트,8,34700,76.15
2018,2,11,철산동,452,저층주공4,5,51500,49.22
2018,2,11,철산동,452,저층주공4,5,53000,49.22
2018,2,11,하안동,30,주공10,14,22500,45.55
2018,2,11,하안동,864,이편한세상센트레빌,6,71000,123.7
2018,2,11,하안동,864,이편한세상센트레빌,13,59000,84.981
2018,2,11,철산동,55-1,광복현대아파트,4,36700,84.67
2018,2,11,철산동,625,도덕파크타운2단지,11,33300,49.98
2018,2,11,철산동,626-1,철산리버빌 주공아파트,18,37900,84.34
2018,2,11,철산동,637,철산푸르지오하늘채,15,58000,59.985
2018,2,11,철산동,628,브라운스톤,3,42000,59.41
2018,2,11,철산동,367,철산한신,10,41000,89.455
2018,2,11,철산동,637,철산푸르지오하늘채,33,73500,114.975
2018,2,11,철산동,625,도덕파크타운1단지,16,39200,59.82
2018,2,11,철산동,630,브라운스톤2차,14,44750,84.613
2018,2,11,철산동,629,두산위브,6,40000,59.81
2018,2,11,철산동,628,브라운스톤,17,49000,84.858
2018,2,11,철산동,241,주공13,5,58800,84.77
2018,2,11,철산동,628,브라운스톤,8,47900,84.941
2018,2,11,철산동,245,쌍마한신,1,42500,84.93
2018,2,11,철산동,625,도덕파크타운1단지,24,39000,59.82
2018,2,11,철산동,245,쌍마한신,6,37000,65.66
2018,2,11,철산동,637,철산푸르지오하늘채,22,78300,114.975
2018,2,11,철산동,58,우성아파트,13,26700,54.36
2018,2,11,하안동,651,주공4,6,22000,45.9
2018,2,11,하안동,650,주공3,1,17200,36.16
2018,2,11,철산동,637,철산푸르지오하늘채,20,58000,59.985
2018,2,11,철산동,235,저층주공8,4,66000,59.3
2018,2,11,하안동,682,주공1,10,22500,41.3
2018,2,11,철산동,630,브라운스톤2차,9,48100,84.613
2018,2,11,철산동,367,철산한신,5,43750,89.455
2018,2,11,철산동,235,저층주공8,1,51000,42.74
2018,2,11,철산동,625,도덕파크타운2단지,3,27200,39.73
2018,2,11,하안동,295,주공7,12,31500,59.39
2018,2,11,철산동,634,철산래미안자이,3,67800,84.35
2018,2,11,철산동,449,주공12,9,53000,73.08
2018,2,11,철산동,233,저층주공7,5,72000,59.3
2018,2,11,철산동,637,철산푸르지오하늘채,4,64500,84.999
2018,2,31,광명동,757,상우3차,17,27000,59.7
2018,2,31,철산동,634,철산래미안자이,13,89900,134.52
2018,2,31,철산동,245,쌍마한신,1,42160,84.93
2018,2,31,철산동,58,우성아파트,6,28300,54.36
2018,2,31,철산동,629,두산위브,3,49500,84.9
2018,2,31,철산동,625,도덕파크타운2단지,8,25900,39.65
2018,2,31,철산동,452,저층주공4,1,49000,42.74
2018,2,31,철산동,629,두산위브,4,52000,114.99
2018,2,31,철산동,233,저층주공7,2,77000,70.75
2018,2,31,철산동,449,주공12,4,45000,61.38
2018,2,31,철산동,235,저층주공8,1,59950,49.22
2018,2,31,철산동,105,저층주공11,5,34900,38.52
2018,2,31,철산동,55-1,광복현대아파트,5,31500,59.94
2018,2,31,철산동,367,철산한신,23,41850,89.455
2018,2,31,철산동,629,두산위브,7,38200,59.81
2018,2,31,철산동,631,광명푸르지오,8,50400,84.765
2018,2,31,철산동,449,주공12,12,57300,84.97
2018,2,31,철산동,241,주공13,6,57000,83.52
2018,2,31,철산동,630,브라운스톤2차,3,47300,84.613
2018,2,31,철산동,105,저층주공10,5,35000,38.52
2018,2,31,철산동,637,철산푸르지오하늘채,14,75000,114.975
2018,2,31,철산동,241,주공13,2,52900,73.08
2018,2,31,철산동,367,철산한신,12,41800,89.455
2018,2,31,철산동,367,철산한신,2,37500,89.455
2018,2,31,광명동,354-24,광명해모로이연,17,48500,84.97
2018,2,31,소하동,1389,광명역세권휴먼시아5단지,10,64000,132.53
2018,2,31,하안동,864,이편한세상센트레빌,22,53500,59.982
2018,2,31,하안동,13,주공9,3,29500,58.01
2018,2,31,하안동,30,주공10,9,30200,58.01
2018,2,31,하안동,27,주공11,15,23000,41.3
2018,2,31,하안동,30,주공10,13,31900,59.39
2018,2,31,하안동,30,주공10,8,30500,58.01
2018,2,31,하안동,27,주공11,11,22200,41.3
2018,2,31,하안동,110,주공12,10,25350,44.89
2018,2,31,하안동,295,주공7,4,29500,58.01
2018,2,31,하안동,651,주공4,6,31000,59.39
2018,2,31,하안동,863,두산위브트레지움,3,64750,84.986
2018,2,31,하안동,110,주공12,5,35800,59.22
2018,2,31,광명동,354-24,광명해모로이연,14,58700,123.873
2018,2,31,광명동,354-24,광명해모로이연,21,43800,59.993
2018,2,31,광명동,354-24,광명해모로이연,7,50000,84.986
2018,2,31,광명동,354-24,광명해모로이연,18,42800,59.993
2018,2,31,소하동,1387,광명역세권휴먼시아4단지,10,49250,84.18
2018,2,31,소하동,1363,광명신촌휴먼시아1단지,10,58000,115.97
2018,2,31,소하동,1289,광명소하휴먼시아3단지,3,51000,84.83
2018,2,31,철산동,634,철산래미안자이,32,81000,116.73
2018,2,31,철산동,509-261,다나안,3,31000,55.56
2018,2,31,철산동,245,쌍마한신,5,38000,65.66
2018,2,31,철산동,625,도덕파크타운2단지,2,31000,49.97
2018,2,31,철산동,449,주공12,12,57000,84.97
2018,2,31,철산동,634,철산래미안자이,18,80000,116.73
2018,2,31,철산동,630,브라운스톤2차,13,44750,84.613
2018,2,31,철산동,634,철산래미안자이,23,81500,115.66
2018,2,31,철산동,245,쌍마한신,2,38000,65.66
2018,2,31,철산동,58,우성아파트,2,35700,84.74
2018,2,31,철산동,105,저층주공11,2,36300,38.52
2018,2,31,광명동,354-24,광명해모로이연,5,47500,84.995
2018,2,31,광명동,200-6,광명한진타운,8,45650,84.95
2018,2,31,광명동,779,현진에버빌,5,30000,59.807
2018,2,31,소하동,1294,광명소하휴먼시아5단지,9,44000,59.85
2018,2,31,소하동,936,성원아파트,1,21900,59.33
2018,2,31,소하동,1378,광명역세권휴먼시아3단지,3,46400,84.58
2018,2,31,광명동,354-24,광명해모로이연,22,58000,123.873
2018,2,31,광명동,779,현진에버빌,20,43800,84.284
2018,2,31,철산동,625,도덕파크타운2단지,21,25700,39.65
2018,2,31,철산동,634,철산래미안자이,6,58500,59.67
2018,2,31,철산동,625,도덕파크타운2단지,12,33800,49.98
2018,2,31,철산동,367,철산한신,8,40800,89.455
2018,2,31,철산동,634,철산래미안자이,4,60500,59.67
2018,2,31,철산동,634,철산래미안자이,1,70000,84.35
2018,2,31,철산동,634,철산래미안자이,4,75200,115.66
2018,2,31,하안동,110,주공12,10,25050,44.89
2018,2,31,하안동,863,두산위브트레지움,19,71000,84.996
2018,2,31,하안동,682,주공1,7,18000,36.16
2018,2,31,하안동,13,주공9,15,27800,58.01
2018,2,31,하안동,864,이편한세상센트레빌,25,60000,84.981
2018,2,31,하안동,295,주공7,15,38000,79.07
2018,2,31,하안동,295,주공7,10,31300,59.39
2018,2,31,하안동,295,주공7,8,23500,45.77
2018,2,31,하안동,27,주공11,8,26000,49.94
2018,2,31,하안동,681,주공2,10,29000,59.39
2018,2,31,하안동,650,주공3,11,20500,41.3
2018,2,31,하안동,702,주공5,5,25500,59.39
2018,2,31,철산동,637,철산푸르지오하늘채,2,54700,59.977
2018,2,31,철산동,105,저층주공10,3,35000,38.52
